image,stratum,effort,reference,variant,quality_low,quality_high,pchip_percent,linear_percent,difference_percentage_points
clic2024_test--097cb426910ba8ce2525dd8bb7fb1777,clic2024_test,4,weighted,smooth,72.41482341358389,91.21910454118941,-0.5593239515379592,-0.6159713404984042,-0.056647388960444967
clic2024_test--097cb426910ba8ce2525dd8bb7fb1777,clic2024_test,4,weighted,both,72.41482341358389,91.21910454118941,0.7478052162276929,0.5615564791268167,-0.1862487371008762
clic2024_test--097cb426910ba8ce2525dd8bb7fb1777,clic2024_test,7,default,weighted,73.02681664760935,91.2328383305909,-3.623922334429366,-3.63640648831804,-0.012484153888673966
clic2024_test--097cb426910ba8ce2525dd8bb7fb1777,clic2024_test,7,default,quantize,73.02681664760935,91.2328383305909,-6.046825441804468,-6.237286925710505,-0.190461483906037
clic2024_test--097cb426910ba8ce2525dd8bb7fb1777,clic2024_test,7,default,smooth,73.02681664760935,91.2328383305909,-4.6265975730478655,-4.797298730775788,-0.1707011577279225
clic2024_test--097cb426910ba8ce2525dd8bb7fb1777,clic2024_test,7,default,both,73.02681664760935,91.2328383305909,-4.246368159404868,-4.437115599448037,-0.19074744004316901
clic2024_test--097cb426910ba8ce2525dd8bb7fb1777,clic2024_test,7,weighted,default,73.02681664760935,91.2328383305909,3.7601886507609708,3.773631052766007,0.013442402005036325
clic2024_test--097cb426910ba8ce2525dd8bb7fb1777,clic2024_test,7,weighted,quantize,73.02681664760935,91.2328383305909,-2.514008835037555,-2.6990280692232234,-0.18501923418566824
clic2024_test--097cb426910ba8ce2525dd8bb7fb1777,clic2024_test,7,weighted,smooth,73.02681664760935,91.2328383305909,-1.0403777191450228,-1.2047000326082848,-0.1643223134632621
clic2024_test--097cb426910ba8ce2525dd8bb7fb1777,clic2024_test,7,weighted,both,73.02681664760935,91.2328383305909,-0.6458509622433661,-0.8309249187899261,-0.18507395654656
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,3,default,weighted,68.28398593273505,87.66574210636848,-0.0012665553793325506,-0.001345018549149372,-7.846316981682138e-05
clic2024_test--1e2f9d41529197f10d32bfa68a1e0bcc,clic2024_test,3,default,quantize,68.28398593273505,87.66574210636848,0.9437232333513654,0.972062349961954,0.02833911661058852
