case,kernel,trace_calls_per_encode,s103_gpu_ms_per_encode,s103_kernel_percent,profiled_ns,gpc_mhz,dram_mhz,dram_read_bytes,dram_write_bytes,dram_GB_s,dram_percent,lsu_percent_active,l2_percent_elapsed,fma_percent_active,occupancy_percent,eligible_warps,issue_active_percent,registers_per_thread,static_shared_bytes,long_scoreboard_cycles_per_issue,mio_throttle_cycles_per_issue,anomalies
1080p,"void unnamed>::InverseDctFactoredKernel<16, 8, const float *, unnamed>::AqDctImageOutput>(T3, T4, unsigned long long)",2.0,0.005791999999999999,0.021046411188396216,3552.0,1243.3370870899998,5381.38138138,7680.0,111488.0,33.549549549549546,12.99,28.05,10.6,6.65,9.58,0.17,14.95,39.0,2176.0,1.92,0.21,
1080p,"void unnamed>::InverseDctFactoredKernel<8, 8, const float *, unnamed>::AqDctImageOutput>(T3, T4, unsigned long long)",2.0,0.004448666666666667,0.01616513603362891,2848.0,1255.73501873,5393.25842697,6144.0,0.0,2.157303370786517,0.83,8.08,4.28,2.16,4.23,0.11,10.58,28.0,2304.0,2.62,0.0,
1080p,"unnamed>::ResidentPolicyInitializeKernel(const float *, float *, float *, unsigned int *, CudaAqResidentPolicyParams)",1.0,0.0034666666666666665,0.012596839109076927,3360.0,1246.6269841300002,5434.92063492,132480.0,44288.0,52.60952380952381,20.17,9.1,9.4,1.52,61.96,0.25,10.94,16.0,0.0,25.21,0.03,
1080p,"unnamed>::ReducePositiveRangeKernel(const float *, unsigned int, float *, unsigned int *)",1.0,0.0030775,0.011182722795630068,3840.0,1256.25,5377.77777778,2816.0,0.0,0.7333333333333333,0.28,28.06,6.3,4.21,59.67,0.38,22.36,16.0,0.0,9.57,0.11,
1080p,"void unnamed>::ForwardDctFactoredKernel<8, 8, unnamed>::AqDctImageSource<8>>(T3, float *, unsigned long long)",1.0,0.0023946666666666665,0.00870150886150083,3232.0,1262.37623762,5438.94389439,43648.0,0.0,13.504950495049505,5.17,6.32,3.81,2.08,3.99,0.1,9.56,28.0,2304.0,3.9,0.0,
1080p,unnamed>::InitializePositiveRangeKernel(float *),1.0,0.0013493333333333335,0.00490307737630225,2048.0,1257.16145833,5333.33333333,2560.0,0.0,1.25,0.49,0.92,0.85,0.08,2.08,0.03,3.15,16.0,0.0,0.0,0.0,
flower_500,"unnamed>::PrefetchedInitialCflKernel(const float *, const float *, const float *, signed char *, signed char *, unsigned int *, CudaAqGeometry)",1.0,0.37950833333333334,7.4479288523516995,344832.0,1282.29591995,5495.174461770001,2031488.0,872064.0,8.420193021529325,3.19,4.01,1.93,1.03,2.09,0.13,12.81,48.0,0.0,4.82,0.0,
flower_500,"void unnamed>::PairedMaltaScaleResponseKernel<24, 1, 0>(const float *, const float *, float *, CudaButteraugliMaltaParams)",16.0,0.30918633333333334,6.067845184215094,32064.0,1268.0680306099998,5487.6912841,3010816.0,1098368.0,128.1556886227545,48.65,61.55,18.92,25.74,79.99,1.48,54.66,40.0,5120.0,6.83,2.65,
flower_500,"unnamed>::SelectionBucketKernel(unsigned int *, unsigned int *, float *, unsigned int, bool)",32.0,0.253538,4.975735232957235,6336.0,1272.56944444,5494.9494949499995,27392.0,12032.0,6.222222222222222,2.36,2.69,1.58,0.48,16.65,0.02,2.23,16.0,0.0,5.92,0.0,
flower_500,"void unnamed>::ConvolutionLowMediumRowsKernel<48>(const float *, const float *, const float *, const float *, const float *, const float *, const float *, float *, float *, float *, float *, float *, float *, unnamed>::LowMediumParams)",6.0,0.2371695,4.654500064419736,62400.0,1273.7126068399998,5491.965811970001,5917568.0,6030336.0,191.4728205128205,72.63,40.85,27.1,11.64,43.77,0.45,27.07,54.0,30856.0,13.84,1.39,
flower_500,"unnamed>::ErosionL2FinalKernel(unnamed>::DifferencePlan, unnamed>::FinalPlan)",4.0,0.2320485,4.553999389459871,92928.0,1271.5973657,5487.60330579,19864960.0,2146688.0,236.86776859504133,89.93,13.66,39.03,11.33,90.41,0.54,27.37,40.0,0.0,32.21,0.03,
flower_500,"void unnamed>::ConvolutionTiledKernel<1, 15>(const float *, const float *, float *, unsigned int, unsigned int, unsigned int, unsigned int)",18.0,0.22028816666666665,4.323200436569227,17280.0,1267.11033951,5481.481481479999,796288.0,992640.0,103.52592592592593,39.35,62.5,13.69,15.55,69.35,1.33,45.45,39.0,4384.0,4.86,3.83,
flower_500,"void unnamed>::ConvolutionHorizontalPairsKernel<256, 4>(const float *, const float *, const float *, const float *, float *, float *, float *, unsigned int, unsigned int, unsigned int)",6.0,0.15824916666666664,3.1056723416981074,38912.0,1266.61869518,5491.22807018,2680448.0,3052928.0,147.3421052631579,55.9,63.2,26.83,23.22,55.15,1.5,52.06,48.0,13960.0,4.55,1.54,
flower_500,"void unnamed>::PairedMaltaScaleResponseKernel<24, 0, 0>(const float *, const float *, float *, CudaButteraugliMaltaParams)",8.0,0.15719316666666666,3.0849481251861737,28320.0,1264.83050847,5477.96610169,1047296.0,1021696.0,73.05762711864406,27.78,67.58,17.64,30.5,67.02,1.91,62.99,48.0,5120.0,2.51,2.67,
flower_500,"void unnamed>::FusedMirroredOpsinKernel<32, 16>(unnamed>::OpsinConvolutionPlan)",3.0,0.13941099999999998,2.7359694584709233,46624.0,1271.46962938,5490.73438572,3012864.0,1916032.0,105.71585449553878,40.11,66.7,19.88,26.31,75.32,2.36,63.38,37.0,16320.0,2.28,2.08,
flower_500,"void unnamed>::CooperativeFinalCflKernel<2>(const CudaAqColorTransformRecord *, const unsigned int *, const float *, const float *, const int *, const unsigned int *, signed char *, signed char *, unsigned int *, unsigned int)",1.0,0.13742233333333334,2.696941467400785,136992.0,1281.52982169,5494.04344779,2120704.0,616320.0,19.979444055127306,7.58,13.9,2.86,3.41,4.25,0.17,17.06,40.0,0.0,2.21,0.0,
flower_500,"void unnamed>::ConvolutionTiledKernel<1, 7>(const float *, const float *, float *, unsigned int, unsigned int, unsigned int, unsigned int)",12.0,0.10418316666666666,2.0446160065331,10848.0,1264.65707965,5474.92625369,6912.0,997632.0,92.60176991150442,35.24,67.15,21.69,21.17,69.26,1.93,62.61,31.0,4224.0,2.02,1.03,
flower_500,"unnamed>::Symmetric5ConvolutionKernel(const float *, float *, unsigned int, unsigned int, unsigned int, unsigned int, float, float, float, float, float, float)",4.0,0.09415716666666667,1.8478537008999036,23424.0,1262.20969945,5486.338797810001,927488.0,281600.0,51.61748633879781,19.6,52.04,29.39,21.01,87.27,2.96,71.77,36.0,0.0,3.79,0.01,
flower_500,"unnamed>::ReduceButteraugliKernel(const float *, unsigned int, const CudaAqAnchor *, float *, unsigned int, unsigned int *, unsigned int, unsigned int, CudaAqExactBatch)",14.0,0.090488,1.7758455527764447,20864.0,1275.96178425,5488.75255624,22144.0,29696.0,2.4846625766871164,0.94,77.73,3.03,9.45,76.58,0.67,35.76,27.0,1024.0,4.47,2.4,
flower_500,"void unnamed>::InverseDctFactoredKernel<32, 32, unnamed>::AcStrategyResidualDctSource, unnamed>::AcStrategyDctLossOutput<32, 32>>(T3, T4, unsigned long long)",1.0,0.08431666666666666,1.6547318707998178,84064.0,1279.73924629,5493.71907118,7587200.0,1478400.0,107.84164446136278,40.9,33.15,19.83,18.29,36.57,1.28,54.65,89.0,8448.0,2.52,0.05,
flower_500,"unnamed>::MaskPrecomputeKernel(const float *, const float *, const float *, const float *, float *, unnamed>::PlaneParams)",7.0,0.08290850000000001,1.6270963112497332,17024.0,1273.9857456099999,5483.70927318,2500608.0,999680.0,205.60902255639098,78.11,16.59,31.9,10.72,76.18,0.62,31.58,18.0,0.0,22.36,0.1,
flower_500,"unnamed>::SelectionHistogramKernel(const float *, const float *, unsigned int *, const unsigned int *, unsigned int, unsigned int, bool)",32.0,0.0812975,1.5954801059460149,5408.0,1268.42948718,5396.44970414,18816.0,4224.0,4.260355029585799,1.64,4.18,2.85,0.87,11.51,0.06,5.05,16.0,0.0,11.81,0.0,
flower_500,"void unnamed>::EpfTiledKernel<1>(const float *, const float *, const float *, const float *, float *, float *, float *, unsigned int *, CudaAqEpfParams, unsigned int)",2.0,0.08054083333333334,1.5806303674731328,41568.0,1269.2455735199999,5485.2450603,2593792.0,3011584.0,134.84834488067744,51.22,56.87,20.38,27.36,79.02,2.62,61.39,40.0,15552.0,3.77,1.8,
flower_500,"void unnamed>::InverseDctFactoredKernel<16, 16, unnamed>::AcStrategyResidualDctSource, unnamed>::AcStrategyDctLossOutput<16, 16>>(T3, T4, unsigned long long)",1.0,0.07776216666666666,1.5260984644291031,78048.0,1271.26469181,5490.77490775,10436736.0,1480704.0,152.69372693726936,57.94,54.37,23.77,20.67,62.1,1.78,61.53,43.0,4352.0,4.74,0.22,
flower_500,"void unnamed>::SelectAdjustedQuantizationCooperativeKernel<32, 16, 1>(const CudaAqAnchor *, const float *, int *, const float *, float *, const unsigned int *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",6.0,0.07227950000000001,1.4185000069833023,13024.0,1274.59561835,5464.37346437,250112.0,35968.0,21.965601965601966,8.37,2.81,4.63,1.14,6.25,0.05,4.83,40.0,12.0,13.68,0.0,
flower_500,"void unnamed>::ConvolutionFrequencyKernel<0>(const float *, const float *, float *, float *, CudaButteraugliFrequencyParams)",6.0,0.07196966666666667,1.4124194642914323,15840.0,1259.68013468,5484.17508418,38144.0,2015616.0,129.65656565656565,49.25,69.7,32.32,15.56,56.52,1.2,49.32,39.0,10048.0,3.61,2.91,
flower_500,"void unnamed>::ConvolutionFrequencyKernel<1>(const float *, const float *, float *, float *, CudaButteraugliFrequencyParams)",6.0,0.07085599999999999,1.390563527622754,15776.0,1261.51538201,5484.78701826,16512.0,2026624.0,129.50912778904666,49.19,71.03,32.42,15.44,57.97,1.22,50.69,39.0,10048.0,3.48,2.88,
flower_500,"void unnamed>::SelectAdjustedQuantizationCooperativeKernel<32, 32, 1>(const CudaAqAnchor *, const float *, int *, const float *, float *, const unsigned int *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",3.0,0.06998516666666667,1.3734732449089193,23264.0,1278.728221,5480.05502063,1514112.0,148352.0,71.46079779917468,27.17,8.51,9.47,3.96,24.23,0.13,11.94,40.0,12.0,16.45,0.0,
flower_500,"void unnamed>::ConvolutionTiledKernel<1, 13>(const float *, const float *, float *, unsigned int, unsigned int, unsigned int, unsigned int)",7.0,0.0675215,1.3251232814494154,14144.0,1271.163273,5466.06334842,68352.0,876032.0,66.76923076923077,25.45,68.94,16.67,18.03,68.82,1.64,54.4,39.0,4344.0,2.11,3.09,
flower_500,"void unnamed>::ConvolutionTiledKernel<0, 13>(const float *, const float *, float *, unsigned int, unsigned int, unsigned int, unsigned int)",7.0,0.06606566666666668,1.2965522537928897,12800.0,1262.265625,5480.0,7936.0,923648.0,72.78,27.67,71.95,20.75,16.65,57.03,1.21,53.43,39.0,9784.0,2.24,2.6,
flower_500,"unnamed>::GaborishKernel(const float *, const float *, const float *, float *, float *, float *, unsigned int *, CudaAqGaborishParams)",2.0,0.06348433333333332,1.2458930578748275,31808.0,1263.4766934900001,5488.93360161,2791296.0,2639872.0,170.74849094567404,64.81,42.3,43.45,24.17,86.91,2.37,70.81,40.0,0.0,5.5,0.11,
flower_500,"void unnamed>::ConvolutionTiledKernel<0, 15>(const float *, const float *, float *, unsigned int, unsigned int, unsigned int, unsigned int)",6.0,0.06325533333333333,1.2413988859229024,13728.0,1264.27738928,5482.51748252,8192.0,1026944.0,75.40326340326341,28.65,74.54,19.6,16.46,56.62,1.2,51.77,39.0,10048.0,2.18,2.87,
flower_500,"void unnamed>::ConvolutionFrequencyKernel<4>(const float *, const float *, float *, float *, CudaButteraugliFrequencyParams)",6.0,0.06301999999999999,1.2367804210057858,13312.0,1264.87379808,5500.0,10240.0,2020096.0,152.51923076923077,57.77,54.63,37.25,21.01,60.13,1.62,64.0,31.0,8992.0,3.13,0.39,
flower_500,"unnamed>::SubsampleKernel(const float *, float *, unnamed>::SubsampleParams)",9.0,0.06286599999999999,1.2337581394311288,7712.0,1264.99827109,5510.373443979999,1004672.0,271104.0,165.42738589211618,62.54,10.36,18.21,6.04,70.7,0.47,19.88,22.0,0.0,32.27,0.32,
flower_500,"void unnamed>::EpfTiledKernel<2>(const float *, const float *, const float *, const float *, float *, float *, float *, unsigned int *, CudaAqEpfParams, unsigned int)",2.0,0.05970316666666667,1.1716868867879815,30208.0,1265.1284428,5474.57627119,2332800.0,3038720.0,177.8177966101695,67.67,39.58,26.92,21.03,76.46,2.02,55.75,38.0,13872.0,5.73,0.98,
flower_500,"void unnamed>::ConvolutionFrequencyKernel<3>(const float *, const float *, float *, float *, CudaButteraugliFrequencyParams)",6.0,0.058918500000000006,1.1562876425742525,13504.0,1265.97057662,5459.7156398100005,22144.0,1917056.0,143.60189573459715,54.8,53.59,36.63,15.29,57.85,1.21,53.56,31.0,8992.0,5.31,0.61,
flower_500,"void unnamed>::InverseDctFactoredKernel<8, 16, unnamed>::AcStrategyResidualDctSource, unnamed>::AcStrategyDctLossOutput<8, 16>>(T3, T4, unsigned long long)",1.0,0.05594333333333334,1.0978993867417806,55872.0,1270.4276441400002,5489.11798396,6455168.0,1453312.0,141.5463917525773,53.72,67.04,19.0,19.11,61.57,1.44,56.43,46.0,2304.0,4.97,0.83,
flower_500,"unnamed>::SuppressXKernel(float *, const float *, unnamed>::PlaneParams)",6.0,0.053767499999999996,1.0551982114634813,14336.0,1266.3922991099998,5476.19047619,1935104.0,864768.0,195.30357142857142,74.3,12.86,22.97,10.45,77.15,0.49,27.54,16.0,0.0,26.48,0.15,
flower_500,"unnamed>::OpsinToLinearKernel(const float *, const float *, const float *, float *, float *, float *, unsigned int *, CudaAqColorParams)",2.0,0.051564,1.0119540721793452,25600.0,1270.71614583,5493.33333333,2710656.0,2946176.0,220.97,83.8,12.35,35.08,9.48,78.55,0.47,24.36,20.0,0.0,31.43,0.17,
flower_500,"void unnamed>::InverseDctFactoredKernel<16, 8, unnamed>::AcStrategyResidualDctSource, unnamed>::AcStrategyDctLossOutput<16, 8>>(T3, T4, unsigned long long)",1.0,0.05151633333333333,1.0110186040729037,51392.0,1270.9695413,5486.09381486,6465664.0,1477888.0,154.5678704856787,58.7,63.57,19.12,19.87,61.23,1.5,57.63,40.0,2176.0,5.18,0.55,
flower_500,"void unnamed>::ForwardDctFactoredKernel<16, 16, unnamed>::AcStrategyDctSource<16, 16>>(T3, float *, unsigned long long)",1.0,0.0500225,0.9817018186252288,50656.0,1269.22115182,5488.31332912,3107456.0,8046848.0,220.19709412507896,83.59,33.89,37.66,13.88,59.97,0.94,28.93,44.0,4352.0,7.11,7.69,
flower_500,"void unnamed>::InverseDctFactoredKernel<16, 32, unnamed>::AcStrategyResidualDctSource, unnamed>::AcStrategyDctLossOutput<16, 32>>(T3, T4, unsigned long long)",1.0,0.0486625,0.955011539784101,48320.0,1269.81926049,5488.74172185,5375872.0,1399936.0,140.22781456953643,53.23,57.57,22.11,18.84,55.04,1.57,53.3,64.0,4352.0,4.39,0.86,
flower_500,"void unnamed>::InverseDctFactoredKernel<32, 16, unnamed>::AcStrategyResidualDctSource, unnamed>::AcStrategyDctLossOutput<32, 16>>(T3, T4, unsigned long long)",1.0,0.047094833333333336,0.9242457600316933,46432.0,1268.87347806,5491.38525155,5371904.0,1425536.0,146.39558924879393,55.54,51.71,21.71,18.81,54.81,1.65,54.04,64.0,4224.0,4.62,0.46,
flower_500,"void unnamed>::FusedMirroredOpsinKernel<32, 8>(unnamed>::OpsinConvolutionPlan)",3.0,0.045142666666666664,0.8859340889451579,15744.0,1262.9149729,5463.41463415,15616.0,561152.0,36.63414634146341,13.97,66.18,15.57,24.32,77.0,2.43,63.4,37.0,9792.0,1.27,2.19,
flower_500,"void unnamed>::ForwardDctFactoredKernel<16, 8, unnamed>::AcStrategyDctSource<16, 8>>(T3, float *, unsigned long long)",1.0,0.04431033333333334,0.8695993766249875,45248.0,1265.75023574,5487.97736917,3099136.0,4161792.0,160.46958981612448,60.92,43.8,24.19,11.98,59.07,0.79,27.07,30.0,2176.0,17.66,2.39,
flower_500,"void unnamed>::EncodeResidentCoefficientsShapeKernel<32, 32, 256, 0>(const CudaAqAnchor *, const float *, const int *, const signed char *, const signed char *, const float *, int *, float *, float *, int *, float *, const unsigned char *, const unsigned int *, const float *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",2.0,0.04337216666666668,0.8511876634391164,22240.0,1274.5803357300001,5479.13669065,598272.0,2418816.0,135.66043165467627,51.58,25.91,26.25,11.9,61.35,0.64,34.92,48.0,256.0,11.2,0.15,
flower_500,"unnamed>::PackAcGroupsKernel(const CudaAqAnchor *, const unsigned long long *, const int *, int *, CudaAqExactBatch, unsigned int, unsigned int)",7.0,0.04164916666666666,0.8173734351720111,7680.0,1265.36458333,5466.66666667,253696.0,603904.0,111.66666666666667,42.56,22.3,28.57,2.51,45.87,0.23,16.09,28.0,0.0,25.97,0.0,
flower_500,"void unnamed>::ForwardDctFactoredKernel<32, 16, unnamed>::AcStrategyDctSource<32, 16>>(T3, float *, unsigned long long)",1.0,0.03964366666666667,0.7780150864838629,40320.0,1265.7572751300002,5489.94708995,2973184.0,2919424.0,146.14603174603175,55.46,39.28,23.36,13.78,49.83,0.9,25.98,40.0,4224.0,14.38,2.23,
flower_500,"void unnamed>::EncodeResidentCoefficientsShapeKernel<8, 8, 64, 0>(const CudaAqAnchor *, const float *, const int *, const signed char *, const signed char *, const float *, int *, float *, float *, int *, float *, const unsigned char *, const unsigned int *, const float *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",2.0,0.03857716666666667,0.7570848053191109,18464.0,1263.05242634,5481.22472559,33792.0,1239680.0,68.97053726169844,26.21,36.56,21.66,15.93,55.79,1.0,48.01,46.0,256.0,3.24,0.33,
flower_500,"void unnamed>::ForwardDctFactoredKernel<32, 32, unnamed>::AcStrategyDctSource<32, 32>>(T3, float *, unsigned long long)",1.0,0.036518166666666664,0.7166765081618446,36960.0,1274.30555556,5485.71428571,2975616.0,5032960.0,216.68225108225107,82.29,32.5,37.51,17.07,35.99,0.71,29.47,54.0,8448.0,5.82,2.75,
flower_500,"void unnamed>::SelectAdjustedQuantizationCooperativeKernel<8, 8, 1>(const CudaAqAnchor *, const float *, int *, const float *, float *, const unsigned int *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",3.0,0.036144333333333334,0.7093399523480396,11776.0,1262.93591486,5478.26086957,131840.0,59776.0,16.27173913043478,6.19,69.6,11.48,17.85,83.79,1.87,60.92,39.0,12.0,3.66,2.07,
flower_500,"void unnamed>::SelectAdjustedQuantizationCooperativeKernel<16, 8, 1>(const CudaAqAnchor *, const float *, int *, const float *, float *, const unsigned int *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",6.0,0.03424616666666667,0.6720880423331373,6304.0,1263.74788494,5441.624365479999,144256.0,40448.0,29.299492385786802,11.22,9.72,4.73,3.06,15.23,0.11,9.51,41.0,12.0,8.62,0.0,
flower_500,"void unnamed>::InverseDctFactoredKernel<8, 8, unnamed>::AcStrategyResidualDctSource, unnamed>::AcStrategyDctLossOutput<8, 8>>(T3, T4, unsigned long long)",1.0,0.033974333333333336,0.6667532574324166,34144.0,1268.48055295,5488.28491097,4072960.0,1363968.0,159.2352389878163,60.45,48.08,16.09,16.36,58.59,1.05,48.8,40.0,2304.0,7.57,0.24,
flower_500,"void unnamed>::ForwardDctFactoredKernel<8, 16, unnamed>::AcStrategyDctSource<8, 16>>(T3, float *, unsigned long long)",1.0,0.033285833333333334,0.6532413037690957,34112.0,1267.31550969,5478.42401501,3100288.0,4162688.0,212.91557223264542,80.97,45.43,34.36,19.39,59.15,1.28,46.84,40.0,2304.0,8.09,0.42,
flower_500,"unnamed>::ReduceMaximumKernel(const float *, float *, unnamed>::ReductionParams)",6.0,0.03258733333333333,0.6395330980554724,11104.0,1267.0208933699998,5440.9221902,4608.0,38528.0,3.884726224783862,1.49,33.23,10.39,8.97,82.81,1.14,51.02,16.0,1024.0,2.22,0.55,
flower_500,"void unnamed>::ForwardDctFactoredKernel<16, 32, unnamed>::AcStrategyDctSource<16, 32>>(T3, float *, unsigned long long)",1.0,0.028133999999999996,0.5521355183207993,28384.0,1262.7066892100001,5489.66553927,2972800.0,2931072.0,208.0,78.94,43.46,33.95,21.57,52.07,1.96,46.67,52.0,4352.0,2.99,1.62,
flower_500,"unnamed>::ModulationKernel(const float *, const float *, const float *, float *, unsigned int *, CudaAqGeometry, float, float)",1.0,0.027536833333333333,0.5404160000502406,27840.0,1276.96360153,5480.459770109999,2391808.0,990848.0,121.50344827586207,46.19,13.22,13.82,13.11,15.91,0.26,23.74,45.0,0.0,4.44,0.01,
flower_500,"unnamed>::OpsinMatrixScaleStatsKernel(const float *, const float *, const float *, unsigned int *, unsigned int *, CudaLinearRgbToOpsinParams)",1.0,0.026336666666666664,0.5168624831464462,27584.0,1269.5765661300002,5475.63805104,2354304.0,1097344.0,125.1322505800464,47.61,23.73,26.98,6.99,84.36,0.43,22.36,22.0,0.0,19.58,5.15,
flower_500,"unnamed>::PrepareQuantNormsKernel(const AcStrategyCandidateDevice *, const float *, float *, CudaAcStrategyBatchParams)",7.0,0.0259525,0.5093231335473287,3648.0,1254.0204678399998,5380.11695906,118528.0,13440.0,36.175438596491226,14.01,3.79,5.35,0.34,16.48,0.05,4.13,35.0,0.0,22.9,0.0,
flower_500,"unnamed>::LinearRgbToOpsinKernel(const float *, const float *, const float *, float *, float *, float *, unsigned int *, CudaLinearRgbToOpsinParams)",1.0,0.025558,0.5015809901628987,23648.0,1265.78709968,5499.32341001,2999040.0,1801856.0,203.0148849797023,76.91,14.03,28.21,28.06,77.77,2.08,51.78,20.0,0.0,9.54,0.04,
flower_500,"void unnamed>::SelectAdjustedQuantizationCooperativeKernel<16, 16, 1>(const CudaAqAnchor *, const float *, int *, const float *, float *, const unsigned int *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",3.0,0.024427166666666666,0.4793881541412012,8672.0,1266.8357933599998,5490.77490775,221568.0,60928.0,32.57564575645756,12.36,6.4,5.16,2.32,11.79,0.08,7.52,38.0,12.0,10.91,0.0,
flower_500,"unnamed>::FinalizeCostKernel(const float *, const AcStrategyCandidateDevice *, const AcStrategyChannelRateDevice *, float *, CudaAcStrategyBatchParams)",7.0,0.022091,0.43354040432305324,3584.0,1254.1852678599998,5428.57142857,87296.0,1792.0,24.857142857142858,9.54,7.95,9.55,6.72,15.51,0.19,16.45,22.0,0.0,2.72,0.01,
flower_500,"unnamed>::AdjustQuantFieldKernel(const CudaAqAnchor *, float *, unsigned int *, unsigned int, CudaAqExactBatch, float)",7.0,0.020959999999999996,0.41134429743385065,2816.0,1257.8125,5333.33333333,20480.0,0.0,7.2727272727272725,2.84,5.16,2.79,3.55,17.25,0.13,11.54,36.0,0.0,5.81,0.01,
flower_500,"void unnamed>::ForwardDctFactoredKernel<8, 8, unnamed>::AcStrategyDctSource<8, 8>>(T3, float *, unsigned long long)",1.0,0.0202455,0.3973220884397435,21184.0,1263.4850201400002,5486.40483384,1861376.0,2286976.0,195.82477341389728,74.36,29.27,35.23,9.2,49.84,0.55,25.16,38.0,2304.0,16.3,1.37,
flower_500,"void unnamed>::InverseDctFactoredKernel<32, 32, const float *, unnamed>::AqDctImageOutput>(T3, T4, unsigned long long)",2.0,0.02015483333333333,0.3955427365170016,10144.0,1267.35015773,5451.1041009499995,467200.0,1551488.0,199.00315457413248,76.06,36.45,31.15,15.97,18.62,0.38,24.05,64.0,8448.0,3.14,0.42,
flower_500,"unnamed>::InitialGradientKernel(const float *, float *, float *, unsigned int *, CudaAqGeometry)",1.0,0.019253833333333335,0.37786042678475457,20320.0,1261.00721785,5484.5144357,1031168.0,1092992.0,104.53543307086615,39.71,18.52,33.28,19.79,31.4,0.67,44.71,48.0,0.0,3.5,0.02,
flower_500,"void unnamed>::EncodeResidentCoefficientsShapeKernel<16, 32, 256, 0>(const CudaAqAnchor *, const float *, const int *, const signed char *, const signed char *, const float *, int *, float *, float *, int *, float *, const unsigned char *, const unsigned int *, const float *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",2.0,0.0190615,0.3740858456839382,10048.0,1266.1889596600001,5503.18471338,36352.0,233216.0,26.828025477707005,10.16,8.79,11.99,4.24,17.02,0.14,12.37,47.0,256.0,6.25,0.01,
flower_500,"void unnamed>::EncodeResidentCoefficientsShapeKernel<8, 8, 64, 1>(const CudaAqAnchor *, const float *, const int *, const signed char *, const signed char *, const float *, int *, float *, float *, int *, float *, const unsigned char *, const unsigned int *, const float *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",1.0,0.0185285,0.36362561140281974,18080.0,1265.09955752,5493.80530973,29568.0,881920.0,50.4141592920354,19.12,30.16,15.48,15.13,50.57,1.04,49.23,40.0,128.0,3.9,0.27,
flower_500,"unnamed>::ComposeKernel(const float *, const float *, float *, unnamed>::ComposeParams)",2.0,0.017499166666666666,0.34342473369169174,8736.0,1248.3974359000001,5450.54945055,1017856.0,160000.0,134.82783882783883,51.53,23.09,32.09,15.15,77.23,1.22,49.72,16.0,0.0,8.27,0.11,
flower_500,"void unnamed>::EncodeResidentCoefficientsShapeKernel<32, 16, 256, 0>(const CudaAqAnchor *, const float *, const int *, const signed char *, const signed char *, const float *, int *, float *, float *, int *, float *, const unsigned char *, const unsigned int *, const float *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",2.0,0.01670416666666667,0.3278226956926502,8896.0,1269.44694245,5467.625899279999,29056.0,112512.0,15.913669064748202,6.06,10.1,8.33,4.77,16.22,0.16,14.39,47.0,256.0,3.39,0.01,
flower_500,"void unnamed>::InverseDctFactoredKernel<8, 8, const float *, unnamed>::AqDctImageOutput>(T3, T4, unsigned long long)",2.0,0.015610833333333332,0.3063658048595867,7872.0,1255.0389566400002,5441.73441734,27392.0,1308288.0,169.6747967479675,64.96,38.25,33.86,10.25,43.16,0.64,27.22,28.0,2304.0,6.39,2.24,
flower_500,"void unnamed>::EncodeResidentCoefficientsShapeKernel<8, 16, 128, 0>(const CudaAqAnchor *, const float *, const int *, const signed char *, const signed char *, const float *, int *, float *, float *, int *, float *, const unsigned char *, const unsigned int *, const float *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",2.0,0.014826666666666669,0.2909763732483728,8064.0,1266.61706349,5460.31746032,28160.0,175360.0,25.238095238095237,9.63,8.88,7.85,4.12,19.61,0.15,13.03,47.0,256.0,5.95,0.01,
flower_500,"void unnamed>::EncodeResidentCoefficientsShapeKernel<16, 16, 256, 0>(const CudaAqAnchor *, const float *, const int *, const signed char *, const signed char *, const float *, int *, float *, float *, int *, float *, const unsigned char *, const unsigned int *, const float *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",2.0,0.014816499999999998,0.2907768503305653,7840.0,1259.43877551,5485.71428571,34048.0,207744.0,30.84081632653061,11.71,13.2,12.37,6.15,31.6,0.25,18.51,47.0,256.0,6.24,0.06,
flower_500,"void unnamed>::EncodeResidentCoefficientsShapeKernel<32, 32, 256, 1>(const CudaAqAnchor *, const float *, const int *, const signed char *, const signed char *, const float *, int *, float *, float *, int *, float *, const unsigned char *, const unsigned int *, const float *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",1.0,0.014416333333333335,0.2829234974509639,15360.0,1262.19618056,5488.88888889,75904.0,757760.0,54.275,20.6,32.6,27.62,17.19,62.17,0.9,48.04,45.0,128.0,6.81,0.12,
